epoch,step,sys/eta_seconds,sys/steps_per_sec_live,train/bit_balance_loss,train/bit_density,train/bits_per_token,train/block0_exact_acc,train/block0_token_acc,train/block1_exact_acc,train/block1_token_acc,train/block2_exact_acc,train/block2_token_acc,train/block3_exact_acc,train/block3_token_acc,train/budget_loss,train/chunk_deviation_max,train/chunk_deviation_mean,train/chunk_deviation_p50,train/chunk_deviation_p90,train/chunk_deviation_p95,train/chunk_deviation_rate_mean,train/diffusion_embed_mse,train/effective_bits_per_token,train/exact_chunk_acc,train/gist_loss,train/lookup_slot_cost_loss,train/lookup_slot_target_loss,train/loss,train/residual_router_loss,train/selector_loss,train/token_acc,train/token_ce,train/token_top10_acc,train/token_top5_acc,train/variable_window_cost_loss,train/variable_window_loss,train/variable_window_nonimprove_loss,train/weighted_token_ce,val/bit_balance_loss,val/bit_density,val/bits_per_token,val/block0_exact_acc,val/block0_token_acc,val/block1_exact_acc,val/block1_token_acc,val/block2_exact_acc,val/block2_token_acc,val/block3_exact_acc,val/block3_token_acc,val/budget_loss,val/chunk_deviation_max,val/chunk_deviation_mean,val/chunk_deviation_p50,val/chunk_deviation_p90,val/chunk_deviation_p95,val/chunk_deviation_rate_mean,val/diffusion_embed_mse,val/effective_bits_per_token,val/exact_chunk_acc,val/gist_loss,val/lookup_slot_cost_loss,val/lookup_slot_target_loss,val/loss,val/residual_router_loss,val/selector_loss,val/token_acc,val/token_ce,val/token_top10_acc,val/token_top5_acc,val/variable_window_cost_loss,val/variable_window_loss,val/variable_window_nonimprove_loss,val/weighted_token_ce
0,54,,,0.07419891655445099,0.44086915254592896,20.0,0.0,0.169921875,0.0,0.07421875,0.0,0.07421875,0.0,0.06640625,0.0,61.0,57.84375,59.0,61.0,61.0,0.90380859375,0.0,20.0,0.0,0.0,0.0,0.0,8.931207656860352,0.0,0.0,0.09619140625,8.930465698242188,0.19921875,0.17822265625,0.0,0.0,0.0,8.930465698242188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,,,0.06477127224206924,0.4482177793979645,20.0,0.0,0.150390625,0.0,0.07421875,0.0,0.05859375,0.0,0.064453125,0.0,63.0,58.4375,59.0,61.900001525878906,62.0,0.9130859375,0.0,20.0,0.0,0.0,0.0,0.0,8.769415855407715,0.0,0.0,0.0869140625,8.768768310546875,0.22900390625,0.1806640625,0.0,0.0,0.0,8.768768310546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,64,,,0.06495971977710724,0.44184571504592896,20.0,0.0,0.1796875,0.0,0.05859375,0.0,0.07421875,0.0,0.0625,0.0,63.0,58.0,59.0,61.0,62.0,0.90625,0.0,20.0,0.0,0.0,0.0,0.0,8.578652381896973,0.0,0.0,0.09375,8.5780029296875,0.23193359375,0.20166015625,0.0,0.0,0.0,8.5780029296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,69,,,0.058480072766542435,0.44182130694389343,20.0,0.0,0.14453125,0.0,0.072265625,0.0,0.068359375,0.0,0.072265625,0.0,62.0,58.28125,59.0,61.0,62.0,0.91064453125,0.0,20.0,0.0,0.0,0.0,0.0,8.448796272277832,0.0,0.0,0.08935546875,8.448211669921875,0.23193359375,0.18212890625,0.0,0.0,0.0,8.448211669921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,74,,,0.057093050330877304,0.4437255859375,20.0,0.0,0.212890625,0.0,0.076171875,0.0,0.076171875,0.0,0.05859375,0.0,63.0,57.21875,58.0,61.0,61.44999694824219,0.89404296875,0.0,20.0,0.0,0.0,0.0,0.0,8.23972225189209,0.0,0.0,0.10595703125,8.239151000976562,0.24951171875,0.2001953125,0.0,0.0,0.0,8.239151000976562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,79,,,0.061820220202207565,0.4364013671875,20.0,0.0,0.181640625,0.0,0.080078125,0.0,0.078125,0.0,0.0703125,0.0,63.0,57.4375,58.0,60.0,61.0,0.8974609375,0.0,20.0,0.0,0.0,0.0,0.0,8.137779235839844,0.0,0.0,0.1025390625,8.137161254882812,0.24072265625,0.197265625,0.0,0.0,0.0,8.137161254882812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,84,,,0.06554794311523438,0.4333740174770355,20.0,0.0,0.19140625,0.0,0.107421875,0.0,0.091796875,0.0,0.125,0.0,61.0,55.75,56.0,59.0,60.0,0.87109375,0.0,20.0,0.0,0.0,0.0,0.0,7.961669445037842,0.0,0.0,0.12890625,7.9610137939453125,0.251953125,0.21435546875,0.0,0.0,0.0,7.9610137939453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,89,,,0.056290436536073685,0.4355712831020355,20.0,0.0,0.1953125,0.0,0.11328125,0.0,0.10546875,0.0,0.130859375,0.0,61.0,55.28125,56.0,58.900001525878906,59.89999771118164,0.86376953125,0.0,20.0,0.0,0.0,0.0,0.0,7.797163009643555,0.0,0.0,0.13623046875,7.796600341796875,0.2431640625,0.21533203125,0.0,0.0,0.0,7.796600341796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,94,,,0.05443115159869194,0.43549805879592896,20.0,0.0,0.26171875,0.0,0.111328125,0.0,0.119140625,0.0,0.140625,0.0,60.0,53.875,54.5,57.900001525878906,58.89999771118164,0.841796875,0.0,20.0,0.0,0.0,0.0,0.0,7.5816144943237305,0.0,0.0,0.158203125,7.5810699462890625,0.265625,0.228515625,0.0,0.0,0.0,7.5810699462890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,1827.7874143150004,13.075918902175502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99,,,0.055777739733457565,0.4272705018520355,20.0,0.0,0.17578125,0.0,0.138671875,0.0,0.123046875,0.0,0.1484375,0.0,59.0,54.625,55.5,59.0,59.0,0.853515625,0.0,20.0,0.0,0.0,0.0,0.0,7.53328800201416,0.0,0.0,0.146484375,7.5327301025390625,0.24609375,0.21044921875,0.0,0.0,0.0,7.5327301025390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,104,,,0.052675630897283554,0.4255615174770355,20.0,0.0,0.248046875,0.0,0.125,0.0,0.150390625,0.0,0.142578125,0.0,58.0,53.34375,54.5,56.0,57.44999694824219,0.83349609375,0.0,20.0,0.0,0.0,0.0,0.0,7.280334949493408,0.0,0.0,0.16650390625,7.279808044433594,0.2744140625,0.23974609375,0.0,0.0,0.0,7.279808044433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,109,,,0.052657317370176315,0.42145997285842896,20.0,0.0,0.162109375,0.0,0.14453125,0.0,0.166015625,0.0,0.12890625,0.0,58.0,54.375,55.5,57.0,58.0,0.849609375,0.0,20.0,0.0,0.0,0.0,0.0,7.204345703125,0.0,0.0,0.150390625,7.203819274902344,0.25830078125,0.22412109375,0.0,0.0,0.0,7.203819274902344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,114,,,0.05220642313361168,0.41142579913139343,20.0,0.0,0.20703125,0.0,0.119140625,0.0,0.158203125,0.0,0.12109375,0.0,58.0,54.3125,55.0,57.0,58.0,0.8486328125,0.0,20.0,0.0,0.0,0.0,0.0,7.099795818328857,0.0,0.0,0.1513671875,7.099273681640625,0.27099609375,0.23779296875,0.0,0.0,0.0,7.099273681640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,119,,,0.051721956580877304,0.40788576006889343,20.0,0.0,0.189453125,0.0,0.158203125,0.0,0.154296875,0.0,0.130859375,0.0,60.0,53.875,54.0,57.0,57.44999694824219,0.841796875,0.0,20.0,0.0,0.0,0.0,0.0,6.994383335113525,0.0,0.0,0.158203125,6.993865966796875,0.26025390625,0.22216796875,0.0,0.0,0.0,6.993865966796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,124,,,0.051453400403261185,0.4018798768520355,20.0,0.0,0.2578125,0.0,0.150390625,0.0,0.158203125,0.0,0.146484375,0.0,57.0,52.59375,53.0,56.0,57.0,0.82177734375,0.0,20.0,0.0,0.0,0.0,0.0,6.843417644500732,0.0,0.0,0.17822265625,6.842903137207031,0.2998046875,0.25830078125,0.0,0.0,0.0,6.842903137207031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,129,,,0.047093965113162994,0.3990478515625,20.0,0.0,0.23828125,0.0,0.16796875,0.0,0.146484375,0.0,0.126953125,0.0,60.0,53.125,53.5,58.0,58.44999694824219,0.830078125,0.0,20.0,0.0,0.0,0.0,0.0,6.810003280639648,0.0,0.0,0.169921875,6.809532165527344,0.275390625,0.24365234375,0.0,0.0,0.0,6.809532165527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,134,,,0.05092925950884819,0.39008790254592896,20.0,0.0,0.1875,0.0,0.158203125,0.0,0.14453125,0.0,0.13671875,0.0,59.0,53.96875,54.5,57.0,58.0,0.84326171875,0.0,20.0,0.0,0.0,0.0,0.0,6.68263053894043,0.0,0.0,0.15673828125,6.682121276855469,0.27880859375,0.2421875,0.0,0.0,0.0,6.682121276855469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,139,,,0.049695588648319244,0.3852783143520355,20.0,0.0,0.24609375,0.0,0.1484375,0.0,0.1640625,0.0,0.154296875,0.0,58.0,52.59375,53.0,56.900001525878906,57.0,0.82177734375,0.0,20.0,0.0,0.0,0.0,0.0,6.531525611877441,0.0,0.0,0.17822265625,6.531028747558594,0.30322265625,0.26318359375,0.0,0.0,0.0,6.531028747558594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,144,,,0.046416472643613815,0.3907470703125,20.0,0.0,0.31640625,0.0,0.158203125,0.0,0.17578125,0.0,0.1796875,0.0,56.0,50.71875,51.0,55.0,55.0,0.79248046875,0.0,20.0,0.0,0.0,0.0,0.0,6.334051609039307,0.0,0.0,0.20751953125,6.333587646484375,0.33935546875,0.2939453125,0.0,0.0,0.0,6.333587646484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,149,,,0.049571990966796875,0.38312989473342896,20.0,0.0,0.21875,0.0,0.154296875,0.0,0.201171875,0.0,0.1796875,0.0,58.0,51.9375,52.5,55.0,55.44999694824219,0.8115234375,0.0,20.0,0.0,0.0,0.0,0.0,6.383232116699219,0.0,0.0,0.1884765625,6.3827362060546875,0.31103515625,0.26220703125,0.0,0.0,0.0,6.3827362060546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,154,,,0.047975923866033554,0.3813232481479645,20.0,0.0,0.255859375,0.0,0.146484375,0.0,0.177734375,0.0,0.15625,0.0,58.0,52.21875,53.0,56.0,56.44999694824219,0.81591796875,0.0,20.0,0.0,0.0,0.0,0.0,6.329802513122559,0.0,0.0,0.18408203125,6.329322814941406,0.31396484375,0.255859375,0.0,0.0,0.0,6.329322814941406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,159,,,0.046063996851444244,0.3854736387729645,20.0,0.0,0.232421875,0.0,0.15625,0.0,0.185546875,0.0,0.19140625,0.0,56.0,51.75,52.0,55.0,55.44999694824219,0.80859375,0.0,20.0,0.0,0.0,0.0,0.0,6.157221794128418,0.0,0.0,0.19140625,6.156761169433594,0.33984375,0.27392578125,0.0,0.0,0.0,6.156761169433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,164,,,0.04748382791876793,0.384521484375,20.0,0.0,0.232421875,0.0,0.171875,0.0,0.181640625,0.0,0.19921875,0.0,56.0,51.4375,52.0,55.0,55.44999694824219,0.8037109375,0.0,20.0,0.0,0.0,0.0,0.0,6.11747932434082,0.0,0.0,0.1962890625,6.11700439453125,0.337890625,0.2919921875,0.0,0.0,0.0,6.11700439453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,169,,,0.04306640848517418,0.39057618379592896,20.0,0.0,0.283203125,0.0,0.185546875,0.0,0.205078125,0.0,0.173828125,0.0,58.0,50.4375,51.0,53.0,54.44999694824219,0.7880859375,0.0,20.0,0.0,0.0,0.0,0.0,6.021335124969482,0.0,0.0,0.2119140625,6.020904541015625,0.3505859375,0.298828125,0.0,0.0,0.0,6.020904541015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,174,,,0.04246368631720543,0.3860839903354645,20.0,0.0,0.3046875,0.0,0.177734375,0.0,0.173828125,0.0,0.16796875,0.0,57.0,50.8125,51.0,55.0,55.89999771118164,0.7939453125,0.0,20.0,0.0,0.0,0.0,0.0,5.960195064544678,0.0,0.0,0.2060546875,5.959770202636719,0.3623046875,0.31494140625,0.0,0.0,0.0,5.959770202636719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,179,,,0.042736053466796875,0.3835693299770355,20.0,0.0,0.3046875,0.0,0.177734375,0.0,0.21875,0.0,0.1796875,0.0,55.0,49.90625,50.0,54.0,55.0,0.77978515625,0.0,20.0,0.0,0.0,0.0,0.0,5.960365295410156,0.0,0.0,0.22021484375,5.959938049316406,0.3583984375,0.31298828125,0.0,0.0,0.0,5.959938049316406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,184,,,0.03653259202837944,0.39716798067092896,20.0,0.0,0.267578125,0.0,0.21484375,0.0,0.1875,0.0,0.216796875,0.0,57.0,49.8125,50.5,53.900001525878906,55.44999694824219,0.7783203125,0.0,20.0,0.0,0.0,0.0,0.0,5.892245292663574,0.0,0.0,0.2216796875,5.891880035400391,0.365234375,0.31640625,0.0,0.0,0.0,5.891880035400391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,189,,,0.036875154823064804,0.39484864473342896,20.0,0.0,0.30859375,0.0,0.220703125,0.0,0.212890625,0.0,0.1796875,0.0,56.0,49.25,49.0,54.900001525878906,55.44999694824219,0.76953125,0.0,20.0,0.0,0.0,0.0,0.0,5.822317600250244,0.0,0.0,0.23046875,5.821949005126953,0.36376953125,0.32470703125,0.0,0.0,0.0,5.821949005126953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,194,,,0.037625886499881744,0.3952880799770355,20.0,0.0,0.248046875,0.0,0.224609375,0.0,0.2421875,0.0,0.21875,0.0,55.0,49.0625,49.5,51.0,54.0,0.7666015625,0.0,20.0,0.0,0.0,0.0,0.0,5.758192539215088,0.0,0.0,0.2333984375,5.757816314697266,0.3759765625,0.33154296875,0.0,0.0,0.0,5.757816314697266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,200,1732.1291885730002,13.740314612218635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199,,,0.033156584948301315,0.39860841631889343,20.0,0.0,0.294921875,0.0,0.201171875,0.0,0.228515625,0.0,0.224609375,0.0,55.0,48.8125,50.0,51.900001525878906,53.89999771118164,0.7626953125,0.0,20.0,0.0,0.0,0.0,0.0,5.731338024139404,0.0,0.0,0.2373046875,5.731006622314453,0.37548828125,0.33251953125,0.0,0.0,0.0,5.731006622314453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,204,,,0.034557342529296875,0.4038330018520355,20.0,0.0,0.35546875,0.0,0.216796875,0.0,0.251953125,0.0,0.263671875,0.0,53.0,46.59375,47.0,51.0,52.0,0.72802734375,0.0,20.0,0.0,0.0,0.0,0.0,5.559317111968994,0.0,0.0,0.27197265625,5.558971405029297,0.3916015625,0.35107421875,0.0,0.0,0.0,5.558971405029297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,209,,,0.02983245812356472,0.40576171875,20.0,0.0,0.30078125,0.0,0.2421875,0.0,0.203125,0.0,0.251953125,0.0,54.0,48.03125,48.0,51.900001525878906,53.44999694824219,0.75048828125,0.0,20.0,0.0,0.0,0.0,0.0,5.728257179260254,0.0,0.0,0.24951171875,5.727958679199219,0.3671875,0.32275390625,0.0,0.0,0.0,5.727958679199219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,214,,,0.02775879018008709,0.4098144471645355,20.0,0.0,0.333984375,0.0,0.2421875,0.0,0.20703125,0.0,0.224609375,0.0,55.0,47.875,49.0,52.900001525878906,54.0,0.748046875,0.0,20.0,0.0,0.0,0.0,0.0,5.576125144958496,0.0,0.0,0.251953125,5.575847625732422,0.3759765625,0.3271484375,0.0,0.0,0.0,5.575847625732422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,219,,,0.02958831749856472,0.40605470538139343,20.0,0.0,0.333984375,0.0,0.201171875,0.0,0.267578125,0.0,0.2890625,0.0,53.0,46.53125,46.0,51.0,51.0,0.72705078125,0.0,20.0,0.0,0.0,0.0,0.0,5.529327869415283,0.0,0.0,0.27294921875,5.529031753540039,0.396484375,0.35546875,0.0,0.0,0.0,5.529031753540039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,224,,,0.028850555419921875,0.4098877012729645,20.0,0.0,0.376953125,0.0,0.255859375,0.0,0.251953125,0.0,0.259765625,0.0,52.0,45.6875,46.0,50.0,52.0,0.7138671875,0.0,20.0,0.0,0.0,0.0,0.0,5.336395740509033,0.0,0.0,0.2861328125,5.33610725402832,0.41162109375,0.35986328125,0.0,0.0,0.0,5.33610725402832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,229,,,0.02346191368997097,0.41679689288139343,20.0,0.0,0.279296875,0.0,0.25390625,0.0,0.23828125,0.0,0.25,0.0,54.0,47.65625,48.5,51.900001525878906,52.0,0.74462890625,0.0,20.0,0.0,0.0,0.0,0.0,5.502311706542969,0.0,0.0,0.25537109375,5.502077102661133,0.38330078125,0.33251953125,0.0,0.0,0.0,5.502077102661133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,234,,,0.023793792352080345,0.4198974668979645,20.0,0.0,0.345703125,0.0,0.234375,0.0,0.220703125,0.0,0.255859375,0.0,52.0,47.09375,48.0,51.900001525878906,52.0,0.73583984375,0.0,20.0,0.0,0.0,0.0,0.0,5.419824123382568,0.0,0.0,0.26416015625,5.419586181640625,0.384765625,0.33935546875,0.0,0.0,0.0,5.419586181640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,239,,,0.02596435509622097,0.4142089784145355,20.0,0.0,0.37109375,0.0,0.259765625,0.0,0.28515625,0.0,0.28515625,0.0,51.0,44.78125,45.0,49.0,50.44999694824219,0.69970703125,0.0,20.0,0.0,0.0,0.0,0.0,5.255749225616455,0.0,0.0,0.30029296875,5.255489349365234,0.41552734375,0.36962890625,0.0,0.0,0.0,5.255489349365234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,244,,,0.023101044818758965,0.42180177569389343,20.0,0.0,0.357421875,0.0,0.255859375,0.0,0.259765625,0.0,0.248046875,0.0,53.0,46.0625,46.0,50.0,52.0,0.7197265625,0.0,20.0,0.0,0.0,0.0,0.0,5.343097686767578,0.0,0.0,0.2802734375,5.342866897583008,0.4052734375,0.3515625,0.0,0.0,0.0,5.342866897583008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,249,,,0.023989105597138405,0.4130615293979645,20.0,0.0,0.306640625,0.0,0.248046875,0.0,0.25,0.0,0.265625,0.0,54.0,46.875,47.0,51.0,52.44999694824219,0.732421875,0.0,20.0,0.0,0.0,0.0,0.0,5.414384365081787,0.0,0.0,0.267578125,5.414144515991211,0.3857421875,0.345703125,0.0,0.0,0.0,5.414144515991211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,254,,,0.02328338660299778,0.41752931475639343,20.0,0.0,0.333984375,0.0,0.275390625,0.0,0.240234375,0.0,0.2578125,0.0,54.0,46.28125,46.0,51.900001525878906,52.0,0.72314453125,0.0,20.0,0.0,0.0,0.0,0.0,5.295000076293945,0.0,0.0,0.27685546875,5.294767379760742,0.40673828125,0.35595703125,0.0,0.0,0.0,5.294767379760742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,259,,,0.026979828253388405,0.4180908203125,20.0,0.0,0.3984375,0.0,0.251953125,0.0,0.296875,0.0,0.23828125,0.0,52.0,45.03125,45.0,50.79999923706055,51.0,0.70361328125,0.0,20.0,0.0,0.0,0.0,0.0,5.277073860168457,0.0,0.0,0.29638671875,5.276803970336914,0.41552734375,0.3671875,0.0,0.0,0.0,5.276803970336914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,264,,,0.022850800305604935,0.4224853515625,20.0,0.0,0.318359375,0.0,0.279296875,0.0,0.302734375,0.0,0.296875,0.0,55.0,44.84375,45.0,49.900001525878906,50.0,0.70068359375,0.0,20.0,0.0,0.0,0.0,0.0,5.199923992156982,0.0,0.0,0.29931640625,5.199695587158203,0.40576171875,0.369140625,0.0,0.0,0.0,5.199695587158203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,269,,,0.021851349622011185,0.42463380098342896,20.0,0.0,0.375,0.0,0.27734375,0.0,0.28125,0.0,0.248046875,0.0,51.0,45.09375,46.0,49.900001525878906,50.0,0.70458984375,0.0,20.0,0.0,0.0,0.0,0.0,5.190323829650879,0.0,0.0,0.29541015625,5.190105438232422,0.42138671875,0.3662109375,0.0,0.0,0.0,5.190105438232422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
